ItemId,Serial No.,Item Code,Item Name,Description,SRP,Size,Tonality,PhysicalCount,Broken
2420,200090568,421,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,A3,0,
2421,200090594,421,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,A5,0,
2422,200090604,421,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,A6,0,
2423,200100000,431,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2424,200110585,432,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,A4,0,
2425,200110594,432,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,A5,0,
2426,203170000,432P,432,40x40 Semi Polished Granite Tile-R(8/box),1,40x40,0,10817,
2427,200680000,4388,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2428,203180000,43913P,43913P,30x45 Polished Crystal Accent Tile,1,30x45,0,2,
2429,203190000,43913PB,43913PB,7x30 Ceramic Flat Border,1,7x30,0,5,
2430,201350000,45001,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2431,201360000,45002,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2432,201370000,45003,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2433,201380000,45004,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2434,201390000,45005,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2435,201400000,45006,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2436,201410000,45007,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2437,201420000,45008,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2438,201430000,45009,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2439,201440000,45010,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2440,201450000,45012,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
2441,201460000,45013,306,30x30 Semi Polished Granite Tile (17/box),1,30x30,0,0,
