ItemId,Serial No.,Item Code,Item Name,Description,SRP,Size,Tonality,PhysicalCount,Broken
546,204480568,A20RZENR-LBR.M0U,A20RZENR-LBR.M0U,20x20 Ceramic Tile,1,20x20,A3,0,0
547,220510618,A20RZENR-LBR.M0U  ,A20RZENR-LBR.M0U,20x20 Ceramic Tile,1,20x20,AN17RZSA,0,0
548,204490546,A20RZENR-LGY.M0U,A20RZENR-LBR.M0U,20x20 Ceramic Tile,1,20x20,A2,0,0
549,204490550,A20RZENR-LGY.M0U,A20RZENR-LBR.M0U,20x20 Ceramic Tile,1,20x20,A2 A017RZSA,0,0
550,204490618,A20RZENR-LGY.M0U,A20RZENR-LBR.M0U,20x20 Ceramic Tile,1,20x20,AN17RZSA,0,0
551,204500527,A20RZMSA-DBR.M0U,A20RZMSA-DBR.M0U,20x20 Ceramic Tile,1,20x20,A017RZSA,0,0
552,204500546,A20RZMSA-DBR.M0U,A20RZMSA-DBR.M0U,20x20 Ceramic Tile,1,20x20,A2,0,0
553,204500565,A20RZMSA-DBR.M0U,A20RZMSA-DBR.M0U,20x20 Ceramic Tile,1,20x20,A2AN17RZSA,0,0
554,204500569,A20RZMSA-DBR.M0U,A20RZMSA-DBR.M0U,20x20 Ceramic Tile,1,20x20,A3 AN17R2SA,0,0
555,204500618,A20RZMSA-DBR.M0U,A20RZMSA-DBR.M0U,20x20 Ceramic Tile,1,20x20,AN17RZSA,0,0
556,204510527,A20RZMSA-GY0.M0U,A20RZMSA-GY0.M0U,20x20 Ceramic Tile,1,20x20,A017RZSA,0,0
557,204510546,A20RZMSA-GY0.M0U,A20RZMSA-GY0.M0U,20x20 Ceramic Tile,1,20x20,A2,0,0
558,204510548,A20RZMSA-GY0.M0U,A20RZMSA-GY0.M0U,20x20 Ceramic Tile,1,20x20,A2 A017R2SA,0,0
559,204510551,A20RZMSA-GY0.M0U,A20RZMSA-GY0.M0U,20x20 Ceramic Tile,1,20x20,A2 AN17RZSA,0,0
560,204510566,A20RZMSA-GY0.M0U,A20RZMSA-GY0.M0U,20x20 Ceramic Tile,1,20x20,A2AO17RZSA,0,0
561,204520527,A20RZMSA-IV0.M0U,A20RZMSA-IV0.M0U,20x20 Ceramic Tile,1,20x20,A017RZSA,0,0
562,204520546,A20RZMSA-IV0.M0U,A20RZMSA-IV0.M0U,20x20 Ceramic Tile,1,20x20,A2,0,0
563,204520551,A20RZMSA-IV0.M0U,A20RZMSA-IV0.M0U,20x20 Ceramic Tile,1,20x20,A2 AN17RZSA,0,0
564,204520618,A20RZMSA-IV0.M0U,A20RZMSA-IV0.M0U,20x20 Ceramic Tile,1,20x20,AN17RZSA,0,0
565,204530527,A20RZMSA-LBR.M0U,A20RZMSA-LBR.M0U,20x20 Ceramic Tile,1,20x20,A017RZSA,0,0
566,204530546,A20RZMSA-LBR.M0U,A20RZMSA-LBR.M0U,20x20 Ceramic Tile,1,20x20,A2,0,0
567,204530568,A20RZMSA-LBR.M0U,A20RZMSA-LBR.M0U,20x20 Ceramic Tile,1,20x20,A3,0,0
