ItemId,Serial No.,Item Code,Item Name,Description,SRP,Size,Tonality,PhysicalCount,Broken
821,206480066,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,89,0,
822,206480107,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,472,0,
823,206480531,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A1,0,
824,206480542,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A15,0,
825,206480562,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A27,0,
826,206480573,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A31,0,
827,206480600,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A54,0,
828,206480602,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A57,0,
829,206480608,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A72,0,
830,206480610,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A83,0,
831,206480611,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A84,0,
832,206480612,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A86,0,
833,206480614,ASA4200,ASA4200/ Aspen Shine 40,40x40 Polished Granite (10/box),1,40x40,A88,0,
834,206490011,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,11,248,
835,206490013,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,13,248,
836,206490014,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,14,248,
837,206490055,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,72,248,
838,206490068,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,113,248,
839,206490071,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,140,248,
840,206490072,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,143,248,
841,206490081,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,181,248,
842,206490083,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,183,248,
843,206490084,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,188,248,
844,206490085,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,190,248,
845,206490087,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,201,248,
846,206490088,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,202,248,
847,206490089,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,205,248,
848,206490090,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,212,248,
849,206490091,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,221,248,
850,206490092,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,222,248,
851,206490093,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,223,248,
852,206490094,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,227,248,
853,206490095,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,228,248,
854,206490537,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,A11,248,
855,206490539,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,A12,248,
856,206490540,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,A13,248,
857,206490541,ASA4248,ASA4248/ Sakura,40x40 Polished Granite (10/box),1,40x40,A14,248,
858,206520103,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,342,1,
859,206520104,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,391,1,
860,206520105,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,403,1,
861,206520106,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,449,1,
862,206520538,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,A116,1,
863,206520540,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,A13,1,
864,206520542,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,A15,1,
865,206520557,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,A22,1,
866,206520600,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,A54,1,
867,206520605,ASA5200,ASA5200/ Aspen Shine 50,50x50 Polished Granite (7/box),1,50x50,A63,1,
868,207530011,BTN326C,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,11,3777,
869,207530229,BTN326C,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,16061B,3777,
870,207530256,BTN326C,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,16111A-12,3777,
871,207530282,BTN326C,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17011A-1B,3777,
872,207530284,BTN326C,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17011B-12,3777,
873,207530285,BTN326C,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17011B-18,3777,
874,207540293,BTN329,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17021A,254,
875,207540294,BTN329,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17021B,254,
876,207540296,BTN329,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17021C,254,
877,207540297,BTN329,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17021D,254,
878,207540298,BTN329,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17021E,254,
879,207540332,BTN329,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17061A,254,
880,207540366,BTN329,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17101B,254,
881,207540367,BTN329,BTN326C/ Q363 Beige Lapitec,30x60 Unpolished Granite,1,30x60,17101C,254,
882,220630298,BTN349,BTN348C.,30x60 Unpolished Granite,1,30x60,17021E,0,
883,220640293,BTS323 MATTE,BTS323 (New),60x60 Matte Ceramic Tile,1,60x60,17021A,157,
884,220640294,BTS323 MATTE,BTS323 (New),60x60 Matte Ceramic Tile,1,60x60,17021B,157,
885,220640297,BTS323 MATTE,BTS323 (New),60x60 Matte Ceramic Tile,1,60x60,17021D,157,
886,207620020,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,20,0,
887,207620029,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,29,0,
888,207620232,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,1607113-20,0,
889,207620234,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,16071A-11,0,
890,207620235,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,16071B,0,
891,207620236,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,16071B-2C,0,
892,207620237,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,16071C-20,0,
893,207620253,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,161110-12,0,
894,207620254,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,161110-18,0,
895,207620257,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,16111A-18,0,
896,207620260,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,16111B-18,0,
897,207620262,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,16111C-12,0,
898,207620281,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,17011A-12,0,
899,207620283,BTS324C,BTS324C/ Q364 Brown Lapitec,30x60 Unpolished Granite,1,30x60,17011B,0,
900,220650293,BTS328 MATTE,BTS328 (New),60x60 Matte Ceramic Tile,1,60x60,17021A,1627,
901,220650294,BTS328 MATTE,BTS328 (New),60x60 Matte Ceramic Tile,1,60x60,17021B,1627,
902,220660296,BTS329,BTS328C.,30x60 Unpolished Granite,1,30x60,17021C,9,
903,220670745,CB20102,Castellon Corner,15x15 Ceramic Corner Design,1,15x15,H194,3479,
904,207970661,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E320,3479,
905,207970662,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E325,3479,
906,207970663,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E326,3479,
907,207970677,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E600,3479,
908,207970678,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E601,3479,
909,207970682,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E720,3479,
910,207970693,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E922,3479,
911,207970694,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E923,3479,
912,207970695,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,E924,3479,
913,207970724,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,H103,3479,
914,207970754,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,H252,3479,
915,207970790,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,H504,3479,
916,207970875,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,N235,3479,
917,207970879,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,N252,3479,
918,207970880,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,N253,3479,
919,207970903,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,N504,3479,
920,207970904,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,N505,3479,
921,207970907,CB26101,CB26101/ Newport White,60x60 Ceramic Tile,1,60x60,N604,3479,
922,207980339,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,17071A,171,
923,207980341,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,17071B,171,
924,207980648,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,E201,171,
925,207980674,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,E540,171,
926,207980675,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,E541,171,
927,207980744,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,H193,171,
928,207980745,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,H194,171,
929,207980756,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,H270,171,
930,207980766,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,H347,171,
931,207980767,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,H348,171,
932,207980769,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,H352,171,
933,207980781,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,H437,171,
934,207980782,CB26102,CB26102/ Radiant Beige,60x60 Ceramic Tile,1,60x60,H438,171,
944,208000507,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,7H,776,
945,208000519,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,8A,776,
946,208000657,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,E257,776,
947,208000665,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,E340,776,
948,208000679,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,E687,776,
949,208000680,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,E688,776,
950,208000692,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,E887,776,
951,208000745,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,H194,776,
952,208000762,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,H340,776,
953,208000763,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,H341,776,
954,208000764,CB26203,CB26201 Perla stone,60x60 Polished Ceramic Tile,1,60x60,H343,776,
955,208010646,CB26213,CB26213/ Listelo Beige,60x60 Ceramic Tile,1,60x60,E173,4385,
956,208010647,CB26213,CB26213/ Listelo Beige,60x60 Ceramic Tile,1,60x60,E175,4385,
957,208010676,CB26213,CB26213/ Listelo Beige,60x60 Ceramic Tile,1,60x60,E55,4385,
958,208010770,CB26213,CB26213/ Listelo Beige,60x60 Ceramic Tile,1,60x60,H371,4385,
959,208010884,CB26213,CB26213/ Listelo Beige,60x60 Ceramic Tile,1,60x60,N272,4385,
960,208010885,CB26213,CB26213/ Listelo Beige,60x60 Ceramic Tile,1,60x60,N273,4385,
961,220680763,CB26263,CB26213/ Listelo Beige,60x60 Ceramic Tile,1,60x60,H341,10951,
962,220680765,CB26263,CB26213/ Listelo Beige,60x60 Ceramic Tile,1,60x60,H344,10951,
963,208020647,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,E175,10951,
964,208020656,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,E256,10951,
965,208020681,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,E703,10951,
966,208020682,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,E720,10951,
967,208020683,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,E730,10951,
968,208020748,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H231,10951,
969,208020759,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H33-0,10951,
970,208020760,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H330,10951,
971,208020761,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H331,10951,
972,208020786,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H49,10951,
973,208020801,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H674,10951,
974,208020810,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H94,10951,
975,208020811,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H96,10951,
976,208020812,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,H97,10951,
977,208020873,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,N231,10951,
978,208020893,CB6111,CB6111/ Brun White,60x60 Ceramic Tile,1,60x60,N426,10951,
979,208030109,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,768,15096,
980,208030642,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,E117,15096,
981,208030646,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,E173,15096,
982,208030654,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,E227,15096,
983,208030655,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,E228,15096,
984,208030680,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,E688,15096,
985,208030685,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,E735,15096,
986,208030686,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,E767,15096,
987,208030687,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,E768,15096,
988,208030755,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,H264,15096,
989,208030794,CB6112,CB6112/ Brun Beige,60x60 Ceramic Tile,1,60x60,H540,15096,
